timestamp_ms,p0_n,p1_n,p2_n,p3_n,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_dps,gyro_y_dps,gyro_z_dps,temp_c
0,74.56,21.39,6.44,0,-43.3,121.0,1004.9,0.51,16.6,-1.65,28.04
20,69.96,32.83,8.23,0,2.0,114.5,1028.9,15.68,23.54,1.62,28.45
40,51.23,40.89,15.81,3.41,-16.4,156.1,865.5,23.86,11.88,7.65,28.29
60,41.75,50.3,24.34,0,32.0,70.3,902.6,37.09,17.28,3.16,29.17
80,18.97,52.66,32.6,2.0,-57.7,216.1,866.9,51.68,16.05,5.14,29.17
100,16.23,55.92,45.44,3.04,149.5,151.5,820.7,60.42,15.59,4.49,29.59
120,8.47,48.08,56.17,0,146.7,77.1,797.8,68.61,3.77,3.71,30.09
140,2.82,43.43,71.13,7.23,186.9,69.9,765.2,67.49,2.96,0.29,30.47
160,0.67,30.24,77.64,8.32,98.2,-109.8,799.7,64.32,2.73,1.06,30.32
180,0,19.93,76.67,12.19,110.5,-61.9,827.1,65.26,-6.83,-2.87,30.57
200,1.67,7.38,76.12,16.04,151.1,-36.0,802.9,63.83,-14.38,-2.93,30.67
220,2.5,8.24,66.43,24.65,156.5,-181.2,856.2,49.83,-24.49,-3.08,30.99
240,0.78,0,63.43,38.31,56.9,-53.1,841.7,34.76,-16.26,-4.07,30.99
260,0,0,48.8,52.92,47.0,-126.5,876.1,24.93,-21.37,-5.19,31.21
280,0.73,0,29.25,60.11,-28.0,-103.4,950.1,13.85,-23.89,0.39,30.58
300,1.12,2.82,18.07,58.49,12.0,-198.3,1006.3,0.6,-18.98,-0.49,31.18
320,5.41,2.04,17.35,62.17,-89.6,-186.4,981.7,-19.76,-27.13,-0.62,30.85
340,0,0,7.99,52.99,-11.4,-170.4,934.4,-27.41,-33.76,2.93,30.84
360,0,4.66,7.15,40.17,-57.8,-132.6,1010.0,-42.47,-6.88,7.46,30.7
380,2.52,0,0,33.32,-75.7,-73.2,1042.8,-47.99,-14.34,4.67,30.65
400,0.21,0,4.32,19.28,-77.3,-42.7,1020.0,-58.0,-4.1,4.6,30.45
420,6.5,1.14,0,10.0,-22.2,9.9,1015.7,-64.02,-1.68,6.29,30.63
440,5.17,0.17,0,8.02,-121.2,84.0,987.5,-67.25,-5.16,1.56,30.08
460,0,0,0,0,-32.2,-38.4,993.6,-69.41,-6.09,-0.22,29.29
480,7.28,4.29,0.12,2.28,-128.6,-32.2,991.6,-62.3,8.29,-2.58,29.7
500,3.83,2.36,1.09,1.76,-51.3,36.6,941.2,-64.07,11.19,-3.62,29.63
520,0.03,0,0,0,-117.1,132.5,1007.7,-51.51,7.57,-6.26,29.41
540,0.77,1.44,0,0,-12.9,75.7,1063.3,-39.07,12.09,-2.1,29.17
560,3.13,0,1.26,0,-87.9,121.7,1061.6,-27.58,10.04,-6.43,28.39
580,2.0,3.96,0.08,0.3,-53.0,229.7,968.6,-18.49,18.0,-1.21,28.14
600,73.21,19.58,3.55,0,-8.4,169.3,1016.7,1.9,24.85,-0.17,27.96
620,64.36,32.47,7.4,0,46.6,163.1,991.1,13.46,19.63,3.21,28.52
640,53.86,42.73,16.53,4.68,-62.9,173.8,929.9,26.52,21.35,7.2,28.64
660,35.28,54.61,21.16,0,43.3,133.3,920.3,43.23,27.23,3.04,28.78
680,19.74,47.37,29.25,0,22.1,122.4,817.4,51.3,6.49,6.3,29.06
700,9.61,56.46,41.17,4.53,113.9,30.9,788.6,59.66,5.04,4.51,29.38
720,6.93,44.62,60.07,3.54,126.0,63.8,799.3,64.28,3.33,0.77,29.85
740,5.06,36.05,68.53,1.67,127.1,74.9,740.7,65.44,5.81,-1.09,29.89
760,0,30.3,74.41,8.37,125.6,-20.5,767.7,70.67,-1.8,1.3,30.47
780,0,18.84,83.81,7.68,-0.1,-136.1,767.7,67.68,-2.89,-0.79,30.56
800,0,12.24,76.66,17.28,183.6,-21.6,806.4,62.76,-12.54,-3.93,30.71
820,0,4.53,70.48,30.18,93.8,-99.5,872.1,48.48,-18.13,-1.34,30.69
840,0,5.24,57.77,40.4,92.3,-6.5,898.5,43.36,-17.84,-4.17,30.57
860,0.66,0,44.54,52.68,14.4,-206.0,948.3,33.1,-23.65,-4.55,30.87
880,1.55,2.74,35.17,60.58,41.0,-94.0,981.1,14.97,-14.03,-0.45,31.1
900,0,3.64,17.53,64.78,-5.0,-119.4,972.0,-1.9,-16.39,0.06,31.1
920,0,3.66,14.56,58.78,-7.1,-92.6,1033.4,-13.84,-15.85,4.27,30.94
940,1.91,2.26,10.28,51.35,-30.5,-46.3,1060.8,-23.35,-22.64,1.0,30.91
960,0.02,2.84,9.45,38.36,-117.9,-140.9,985.9,-44.51,-21.24,5.87,30.61
980,2.7,5.39,2.87,27.96,-68.6,-153.4,1032.9,-52.15,-15.83,9.09,30.85
1000,0,0.77,0,18.5,-34.5,-58.6,997.0,-61.37,-4.09,3.72,30.63
1020,0,0.68,0,16.48,-70.6,-102.9,972.1,-70.62,-9.1,1.77,30.45
1040,0,0,0.82,5.31,-108.5,36.4,1004.9,-67.77,5.01,-0.85,30.08
1060,0,0,1.98,2.28,-92.8,87.0,1005.7,-70.79,4.33,-2.79,29.96
1080,0,0,0,1.03,-78.7,123.8,1051.3,-71.2,-2.13,-1.82,30.0
1100,0,0,0,0,-86.0,153.3,969.6,-57.94,7.96,-4.68,29.68
1120,0,0,4.02,0,-108.4,-27.6,966.2,-54.0,14.3,-3.48,29.3
1140,2.32,0,0,0,4.4,158.0,979.2,-46.49,23.84,-6.78,29.19
1160,0,0,0,2.24,-36.9,180.7,986.1,-23.96,26.77,-5.37,28.49
1180,1.61,0,0,0,42.7,98.5,981.2,-12.58,22.05,-2.26,28.14
1200,76.97,15.43,11.21,0,-98.7,178.0,934.3,-4.0,19.69,1.59,27.96
1220,68.67,31.68,10.87,0,99.3,178.2,944.3,14.16,23.24,3.58,28.27
1240,55.65,40.92,15.98,0,96.8,118.6,911.4,28.7,17.98,5.96,28.49
1260,39.26,51.06,25.88,0,127.5,179.4,862.9,41.98,15.89,3.07,28.81
1280,19.89,53.31,39.22,1.74,74.6,41.6,854.2,50.65,17.97,6.84,29.37
1300,11.25,48.74,51.38,1.13,47.3,60.2,822.3,62.49,17.88,3.57,29.7
1320,0.57,48.98,58.92,0,167.3,18.7,880.4,65.38,3.46,2.7,29.49
1340,3.58,36.45,71.66,0,125.2,-37.6,877.5,70.72,1.54,-2.01,30.07
1360,4.14,29.12,74.67,7.1,-16.8,-11.2,829.3,67.76,-0.88,1.0,30.02
1380,1.38,17.98,83.95,10.79,90.8,-18.4,825.9,68.91,-6.49,-2.87,30.49
1400,0,13.93,77.2,22.02,32.9,-117.8,760.7,60.44,-6.15,-6.42,30.43
1420,0,4.0,67.09,30.58,73.8,-178.5,864.4,53.52,-13.74,-2.06,30.55
1440,0,3.94,61.22,36.19,117.3,-104.9,925.4,40.66,-17.19,-4.48,31.01
1460,0,5.74,45.6,49.7,53.0,-125.5,841.9,28.54,-11.89,-4.01,30.97
1480,0,0,35.68,52.75,66.1,-215.0,931.2,18.15,-24.73,2.09,30.95
1500,0,0.47,22.0,63.28,-5.0,-202.6,1055.4,-3.03,-17.12,-0.74,31.11
1520,0,0.1,14.07,56.26,-49.0,-118.0,1045.5,-13.71,-22.45,2.64,31.15
1540,2.09,0,11.76,52.02,19.8,-129.3,1012.9,-30.06,-23.5,6.04,30.71
1560,4.2,0,2.85,35.29,-3.0,-131.3,1026.2,-41.48,-16.25,3.19,31.09
1580,0.6,0,0,25.86,-91.1,-119.3,1021.8,-47.79,-20.78,4.63,30.93
1600,0,5.46,2.49,19.83,-80.9,-109.0,981.5,-57.92,-5.73,5.84,30.74
1620,0,0,0.57,9.29,-27.1,-54.2,982.1,-66.72,-10.37,5.77,29.91
1640,0,0,6.02,4.24,-117.2,-10.8,943.5,-65.71,-5.46,-2.38,30.12
1660,0.29,3.95,0,3.88,-117.9,18.7,996.3,-70.08,0.14,-1.42,30.32
1680,0,0.62,0.88,5.97,-127.3,23.1,961.1,-70.57,7.15,-4.1,29.84
1700,0,0,0,0,-38.6,60.3,1010.5,-63.91,6.66,-3.0,29.5
1720,3.57,0.71,6.91,0,-157.6,4.0,1008.5,-52.62,18.24,-7.01,29.19
1740,3.99,0,0.01,2.83,-96.1,176.0,1004.4,-41.03,25.07,-3.83,29.0
1760,0,0,1.15,0,-103.9,207.1,1001.7,-31.36,11.04,-1.69,28.62
1780,1.78,1.08,1.25,3.43,-62.4,149.5,997.9,-17.69,27.55,-3.43,28.59
1800,75.72,20.17,2.21,0,28.9,206.3,1000.6,-1.71,23.97,-0.23,28.45
1820,74.21,38.04,10.75,1.92,5.4,102.8,994.1,12.44,14.99,7.35,27.9
1840,62.25,38.41,19.0,0,6.4,96.2,886.6,34.41,24.45,7.26,28.54
1860,42.72,50.2,30.84,1.14,30.4,92.6,861.3,38.42,32.33,1.18,29.04
1880,22.35,55.33,34.26,0,-13.0,122.9,890.4,47.78,10.77,4.79,29.05
1900,11.33,50.61,44.54,0,97.1,60.1,817.6,63.18,4.8,5.27,29.87
1920,7.72,50.93,61.64,0,134.3,-31.7,777.8,65.09,8.5,0.8,29.56
1940,0,41.52,65.94,5.02,88.6,33.7,775.6,71.94,0.86,-0.79,30.28
1960,1.41,33.14,75.61,4.37,81.2,-33.1,805.1,74.15,-0.61,-2.9,30.11
1980,2.68,16.83,77.7,12.15,140.9,4.1,766.2,67.26,-4.9,-4.94,30.4
